,slide,dataset,uid,x,y,expert1_label,expert2_label,expert1_atypical,expert2_atypical,expert3_atypical,majority_atypical
2018,04_stitched1.tif,TUPAC16,660,14828,9403,NMF metaphase,NMF metaphase,False,False,False,False
2019,04_stitched1.tif,TUPAC16,662,14844,9969,NMF prometaphase,NMF metaphase,False,False,True,False
2020,04_stitched1.tif,TUPAC16,664,17095,9980,NMF metaphase,NMF metaphase,False,False,False,False
2021,04_stitched1.tif,TUPAC16,665,2207,10698,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
2022,04_stitched1.tif,TUPAC16,666,2244,10732,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
2023,04_stitched1.tif,TUPAC16,673,4084,10112,NMF metaphase,NMF metaphase,False,False,False,False
2024,04_stitched1.tif,TUPAC16,674,3984,10698,NMF prometaphase,NMF prometaphase,False,False,False,False
2025,04_stitched1.tif,TUPAC16,675,3729,10737,NMF prometaphase,NMF prometaphase,False,False,False,False
2026,04_stitched1.tif,TUPAC16,683,4604,10776,NMF metaphase,NMF metaphase,False,False,False,False
2027,04_stitched1.tif,TUPAC16,684,6052,10682,NMF prometaphase,NMF prometaphase,False,False,False,False
2028,04_stitched1.tif,TUPAC16,685,5940,10438,NMF prometaphase,NMF ring shape,False,False,False,False
2029,04_stitched1.tif,TUPAC16,687,6414,10741,NMF prometaphase,AMF segregation,False,True,True,True
2030,04_stitched1.tif,TUPAC16,688,7228,10248,NMF metaphase,NMF metaphase,False,False,False,False
2031,04_stitched1.tif,TUPAC16,690,7906,10768,NMF prometaphase,NMF prometaphase,False,False,False,False
2032,04_stitched1.tif,TUPAC16,694,11649,10383,NMF metaphase,NMF metaphase,False,False,False,False
2033,04_stitched1.tif,TUPAC16,697,13381,10554,NMF prometaphase,NMF prometaphase,False,False,False,False
2034,04_stitched1.tif,TUPAC16,698,13323,10639,NMF prometaphase,NMF prometaphase,False,False,False,False
2035,04_stitched1.tif,TUPAC16,699,13104,10643,NMF prometaphase,NMF metaphase,False,False,False,False
2036,04_stitched1.tif,TUPAC16,703,14624,10748,NMF prometaphase,NMF prometaphase,False,False,False,False
2037,04_stitched1.tif,TUPAC16,704,14917,10530,NMF metaphase,NMF metaphase,False,False,False,False
2038,04_stitched1.tif,TUPAC16,705,15278,10435,NMF prometaphase,NMF prometaphase,False,False,False,False
2039,04_stitched1.tif,TUPAC16,712,3825,11007,NMF prometaphase,NMF prometaphase,False,False,False,False
2040,04_stitched1.tif,TUPAC16,713,3918,11062,NMF metaphase,NMF metaphase,False,False,False,False
2041,04_stitched1.tif,TUPAC16,715,3575,11105,AMF other,AMF other,True,True,True,True
2042,04_stitched1.tif,TUPAC16,716,4577,11269,NMF prometaphase,NMF metaphase,False,False,False,False
2043,04_stitched1.tif,TUPAC16,717,5209,11219,NMF ring shape,AMF segregation,False,True,False,False
2044,04_stitched1.tif,TUPAC16,721,7701,11231,AMF segregation,AMF segregation,True,True,True,True
2045,04_stitched1.tif,TUPAC16,722,7535,11569,NMF prometaphase,NMF prometaphase,False,False,False,False
2046,04_stitched1.tif,TUPAC16,727,11101,11298,NMF prometaphase,AMF bipolar assymetric,False,True,True,True
2047,04_stitched1.tif,TUPAC16,728,11150,11132,NMF prometaphase,NMF prometaphase,False,False,False,False
2048,04_stitched1.tif,TUPAC16,729,10264,11285,NMF metaphase,NMF metaphase,False,False,False,False
2049,04_stitched1.tif,TUPAC16,730,10305,11481,NMF metaphase,NMF metaphase,False,False,False,False
2050,04_stitched1.tif,TUPAC16,734,11003,11134,NMF prometaphase,NMF prometaphase,False,False,False,False
2051,04_stitched1.tif,TUPAC16,735,11588,11134,NMF metaphase,NMF metaphase,False,False,False,False
2052,04_stitched1.tif,TUPAC16,736,13358,11186,NMF metaphase,NMF prometaphase,False,False,False,False
2053,04_stitched1.tif,TUPAC16,739,15777,11119,NMF metaphase,NMF metaphase,False,False,False,False
2054,04_stitched1.tif,TUPAC16,741,17078,10927,NMF prometaphase,NMF metaphase,False,False,False,False
2055,04_stitched1.tif,TUPAC16,742,2887,12065,NMF prometaphase,NMF prometaphase,False,False,False,False
2056,04_stitched1.tif,TUPAC16,743,2921,11990,AMF other,AMF segregation,True,True,True,True
2057,04_stitched1.tif,TUPAC16,744,1872,12259,NMF prometaphase,NMF prometaphase,False,False,False,False
2058,04_stitched1.tif,TUPAC16,745,2156,12274,NMF prometaphase,NMF metaphase,False,False,False,False
2059,04_stitched1.tif,TUPAC16,747,3079,12163,NMF prometaphase,NMF prometaphase,False,False,False,False
2060,04_stitched1.tif,TUPAC16,748,2951,12335,NMF prometaphase,NMF prometaphase,False,False,False,False
2061,04_stitched1.tif,TUPAC16,749,4437,12258,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2062,04_stitched1.tif,TUPAC16,750,6429,11792,NMF metaphase,NMF metaphase,False,False,False,False
2063,04_stitched1.tif,TUPAC16,754,9860,11985,NMF prometaphase,NMF prometaphase,False,False,False,False
2064,04_stitched1.tif,TUPAC16,755,9088,12225,NMF metaphase,NMF metaphase,False,False,False,False
2065,04_stitched1.tif,TUPAC16,758,10136,12052,NMF prometaphase,NMF prometaphase,False,False,False,False
2066,04_stitched1.tif,TUPAC16,760,11988,12247,NMF prometaphase,NMF prometaphase,False,False,False,False
2067,04_stitched1.tif,TUPAC16,761,12364,12313,NMF metaphase,NMF metaphase,False,False,False,False
2068,04_stitched1.tif,TUPAC16,762,11570,12033,NMF metaphase,NMF metaphase,False,False,False,False
2069,04_stitched1.tif,TUPAC16,763,12808,11789,NMF prometaphase,NMF prometaphase,False,False,False,False
2070,04_stitched1.tif,TUPAC16,766,12465,11510,NMF metaphase,NMF metaphase,False,False,False,False
2071,04_stitched1.tif,TUPAC16,769,15021,12092,NMF metaphase,NMF metaphase,False,False,False,False
2072,04_stitched1.tif,TUPAC16,770,14590,12288,NMF prometaphase,NMF prometaphase,False,False,False,False
2073,04_stitched1.tif,TUPAC16,771,14447,12124,NMF metaphase,NMF metaphase,False,False,False,False
2074,04_stitched1.tif,TUPAC16,774,17170,11725,NMF metaphase,NMF metaphase,False,False,False,False
2075,04_stitched1.tif,TUPAC16,775,1458,13078,NMF metaphase,NMF metaphase,False,False,False,False
2076,04_stitched1.tif,TUPAC16,777,3083,12930,NMF metaphase,NMF metaphase,False,False,False,False
2077,04_stitched1.tif,TUPAC16,779,3784,12611,NMF metaphase,NMF metaphase,False,False,False,False
2078,04_stitched1.tif,TUPAC16,780,4247,12708,NMF metaphase,NMF metaphase,False,False,False,False
2079,04_stitched1.tif,TUPAC16,781,4049,13034,NMF metaphase,NMF metaphase,False,False,False,False
2080,04_stitched1.tif,TUPAC16,782,4405,12423,AMF segregation,AMF segregation,True,True,True,True
2081,04_stitched1.tif,TUPAC16,784,5675,12408,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
2082,04_stitched1.tif,TUPAC16,788,7929,12925,NMF metaphase,NMF metaphase,False,False,False,False
2083,04_stitched1.tif,TUPAC16,805,14376,12353,NMF metaphase,NMF metaphase,False,False,False,False
2084,04_stitched1.tif,TUPAC16,806,15089,12761,NMF prometaphase,NMF metaphase,False,False,False,False
2085,04_stitched1.tif,TUPAC16,813,656,13507,NMF prometaphase,NMF metaphase,False,False,True,False
2086,04_stitched1.tif,TUPAC16,817,2498,13832,NMF prometaphase,NMF metaphase,False,False,False,False
2087,04_stitched1.tif,TUPAC16,818,2094,13817,NMF metaphase,NMF metaphase,False,False,False,False
2088,04_stitched1.tif,TUPAC16,819,1618,13325,NMF metaphase,NMF metaphase,False,False,False,False
2089,04_stitched1.tif,TUPAC16,830,6320,13249,NMF metaphase,NMF metaphase,False,False,False,False
2090,04_stitched1.tif,TUPAC16,833,8499,13858,NMF metaphase,NMF metaphase,False,False,False,False
2091,04_stitched1.tif,TUPAC16,834,8802,13881,NMF prometaphase,NMF prometaphase,False,False,False,False
2092,04_stitched1.tif,TUPAC16,835,11270,13626,NMF metaphase,NMF anaphase-telophase,False,False,False,False
2093,04_stitched1.tif,TUPAC16,836,11236,13672,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
2094,04_stitched1.tif,TUPAC16,837,11428,13659,NMF metaphase,NMF metaphase,False,False,False,False
2095,04_stitched1.tif,TUPAC16,838,11241,13367,NMF metaphase,NMF metaphase,False,False,False,False
2096,04_stitched1.tif,TUPAC16,845,12888,13837,NMF metaphase,NMF metaphase,False,False,False,False
2097,04_stitched1.tif,TUPAC16,846,12710,13827,NMF anaphase-telophase,AMF segregation,False,True,False,False
2098,04_stitched1.tif,TUPAC16,847,12672,13696,NMF prometaphase,NMF metaphase,False,False,False,False
2099,04_stitched1.tif,TUPAC16,849,12988,13585,NMF prometaphase,NMF prometaphase,False,False,False,False
2100,04_stitched1.tif,TUPAC16,857,16045,13330,NMF metaphase,NMF metaphase,False,False,False,False
2101,04_stitched1.tif,TUPAC16,860,544,14011,NMF metaphase,NMF metaphase,False,False,False,False
2102,04_stitched1.tif,TUPAC16,861,580,14607,NMF prometaphase,AMF segregation,False,True,True,True
2103,04_stitched1.tif,TUPAC16,862,2090,14518,NMF metaphase,NMF metaphase,False,False,False,False
2104,04_stitched1.tif,TUPAC16,863,2115,14435,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
2105,04_stitched1.tif,TUPAC16,869,5551,14619,AMF other,NMF metaphase,True,False,True,True
2106,04_stitched1.tif,TUPAC16,881,11451,14236,NMF metaphase,NMF metaphase,False,False,False,False
2107,04_stitched1.tif,TUPAC16,885,11644,14383,NMF metaphase,AMF multipolar,False,True,True,True
2108,04_stitched1.tif,TUPAC16,886,13539,14107,NMF prometaphase,NMF prometaphase,False,False,False,False
2109,04_stitched1.tif,TUPAC16,888,14088,14108,NMF metaphase,NMF metaphase,False,False,False,False
2110,04_stitched1.tif,TUPAC16,891,12632,13896,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2111,04_stitched1.tif,TUPAC16,892,14868,13929,AMF multipolar,AMF multipolar,True,True,True,True
2112,04_stitched1.tif,TUPAC16,893,15058,14226,NMF prometaphase,NMF prometaphase,False,False,False,False
2113,04_stitched1.tif,TUPAC16,894,15559,14574,NMF metaphase,NMF metaphase,False,False,False,False
2114,04_stitched1.tif,TUPAC16,896,14814,14045,NMF prometaphase,NMF metaphase,False,False,False,False
2115,04_stitched1.tif,TUPAC16,897,14895,14648,AMF multipolar,AMF multipolar,True,True,True,True
2116,04_stitched1.tif,TUPAC16,898,14776,14683,NMF prometaphase,NMF prometaphase,False,False,False,False
2117,04_stitched1.tif,TUPAC16,901,16308,13987,NMF prometaphase,NMF prometaphase,False,False,False,False
2118,04_stitched1.tif,TUPAC16,905,597,15222,NMF prometaphase,NMF prometaphase,False,False,False,False
2119,04_stitched1.tif,TUPAC16,906,765,15238,NMF metaphase,NMF metaphase,False,False,False,False
2120,04_stitched1.tif,TUPAC16,907,854,15294,NMF metaphase,NMF metaphase,False,False,False,False
2121,04_stitched1.tif,TUPAC16,908,922,15402,NMF prometaphase,NMF prometaphase,False,False,False,False
2122,04_stitched1.tif,TUPAC16,909,960,14862,NMF metaphase,NMF metaphase,False,False,False,False
2123,04_stitched1.tif,TUPAC16,910,1459,15113,NMF metaphase,NMF metaphase,False,False,False,False
2124,04_stitched1.tif,TUPAC16,914,5285,15352,NMF prometaphase,NMF metaphase,False,False,False,False
2125,04_stitched1.tif,TUPAC16,915,5391,14955,NMF metaphase,NMF metaphase,False,False,False,False
2126,04_stitched1.tif,TUPAC16,918,7982,15111,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2127,04_stitched1.tif,TUPAC16,919,9801,15086,NMF prometaphase,NMF prometaphase,False,False,False,False
2128,04_stitched1.tif,TUPAC16,922,9633,14909,NMF metaphase,NMF metaphase,False,False,False,False
2129,04_stitched1.tif,TUPAC16,923,10501,14801,NMF metaphase,NMF metaphase,False,False,False,False
2130,04_stitched1.tif,TUPAC16,924,11167,15372,NMF metaphase,NMF metaphase,False,False,False,False
2131,04_stitched1.tif,TUPAC16,927,10322,15310,NMF prometaphase,NMF prometaphase,False,False,False,False
2132,04_stitched1.tif,TUPAC16,928,11997,15098,NMF prometaphase,AMF segregation,False,True,False,False
2133,04_stitched1.tif,TUPAC16,929,11580,15134,NMF prometaphase,NMF prometaphase,False,False,False,False
2134,04_stitched1.tif,TUPAC16,934,13533,14693,NMF prometaphase,NMF prometaphase,False,False,True,False
2135,04_stitched1.tif,TUPAC16,936,15327,15063,NMF prometaphase,NMF metaphase,False,False,False,False
2136,04_stitched1.tif,TUPAC16,937,15424,15256,NMF prometaphase,NMF prometaphase,False,False,False,False
2137,04_stitched1.tif,TUPAC16,938,14811,14767,NMF prometaphase,NMF prometaphase,False,False,False,False
2138,04_stitched1.tif,TUPAC16,942,15811,14992,NMF metaphase,NMF metaphase,False,False,False,False
2139,04_stitched1.tif,TUPAC16,947,2959,15550,NMF metaphase,NMF metaphase,False,False,False,False
2140,04_stitched1.tif,TUPAC16,949,3728,15592,NMF metaphase,NMF metaphase,False,False,False,False
2141,04_stitched1.tif,TUPAC16,950,3519,15703,NMF prometaphase,NMF prometaphase,False,False,False,False
2142,04_stitched1.tif,TUPAC16,951,3079,15734,NMF metaphase,NMF metaphase,False,False,False,False
2143,04_stitched1.tif,TUPAC16,953,5313,16157,NMF prometaphase,NMF prometaphase,False,False,False,False
2144,04_stitched1.tif,TUPAC16,954,5325,15939,NMF metaphase,NMF metaphase,False,False,False,False
2145,04_stitched1.tif,TUPAC16,955,5404,15975,NMF metaphase,NMF metaphase,False,False,False,False
2146,04_stitched1.tif,TUPAC16,967,6638,15961,NMF prometaphase,NMF prometaphase,False,False,False,False
2147,04_stitched1.tif,TUPAC16,968,6704,15504,NMF metaphase,NMF metaphase,False,False,False,False
2148,04_stitched1.tif,TUPAC16,970,7362,15876,NMF metaphase,NMF metaphase,False,False,False,False
2149,04_stitched1.tif,TUPAC16,971,7520,15755,NMF metaphase,NMF metaphase,False,False,False,False
2150,04_stitched1.tif,TUPAC16,972,7634,15800,NMF metaphase,NMF metaphase,False,False,False,False
2151,04_stitched1.tif,TUPAC16,974,8794,16019,NMF metaphase,NMF metaphase,False,False,False,False
2152,04_stitched1.tif,TUPAC16,979,9146,16192,NMF prometaphase,NMF prometaphase,False,False,False,False
2153,04_stitched1.tif,TUPAC16,982,12298,15960,NMF metaphase,NMF metaphase,False,False,False,False
2154,04_stitched1.tif,TUPAC16,983,14067,15834,NMF metaphase,NMF metaphase,False,False,False,False
2155,04_stitched1.tif,TUPAC16,984,14299,15471,AMF other,AMF other,True,True,True,True
2156,04_stitched1.tif,TUPAC16,985,15253,15954,NMF metaphase,NMF metaphase,False,False,False,False
2157,04_stitched1.tif,TUPAC16,986,15456,15750,NMF metaphase,NMF metaphase,False,False,False,False
2158,04_stitched1.tif,TUPAC16,988,2019,16754,NMF metaphase,NMF metaphase,False,False,False,False
2159,04_stitched1.tif,TUPAC16,991,3007,16685,NMF metaphase,NMF metaphase,False,False,True,False
2160,04_stitched1.tif,TUPAC16,1000,7726,16845,NMF metaphase,NMF metaphase,False,False,False,False
2161,04_stitched1.tif,TUPAC16,1004,10847,16871,NMF prometaphase,NMF prometaphase,False,False,False,False
2162,04_stitched1.tif,TUPAC16,1010,3380,17099,NMF metaphase,NMF metaphase,False,False,False,False
2163,04_stitched1.tif,TUPAC16,1011,3557,17032,NMF prometaphase,NMF prometaphase,False,False,False,False
2164,04_stitched1.tif,TUPAC16,1012,4010,17268,NMF metaphase,NMF metaphase,False,False,False,False
2165,04_stitched1.tif,TUPAC16,1015,5109,17562,NMF prometaphase,NMF prometaphase,False,False,False,False
2166,04_stitched1.tif,TUPAC16,1016,6388,17276,NMF metaphase,NMF metaphase,False,False,False,False
2167,04_stitched1.tif,TUPAC16,1017,6245,17367,AMF segregation,NMF prometaphase,True,False,True,True
2168,04_stitched1.tif,TUPAC16,1018,6686,17350,NMF metaphase,NMF metaphase,False,False,False,False
2169,04_stitched1.tif,TUPAC16,1019,6750,17393,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2170,04_stitched1.tif,TUPAC16,1020,7098,17407,NMF metaphase,NMF metaphase,False,False,False,False
2171,04_stitched1.tif,TUPAC16,1022,8052,17137,AMF other,NMF metaphase,True,False,True,True
2172,04_stitched1.tif,TUPAC16,1023,8791,17193,NMF prometaphase,NMF metaphase,False,False,False,False
2173,04_stitched1.tif,TUPAC16,1024,10512,17054,NMF metaphase,NMF metaphase,False,False,False,False
2174,04_stitched1.tif,TUPAC16,1025,10281,17219,NMF metaphase,NMF prometaphase,False,False,False,False
2175,04_stitched1.tif,TUPAC16,1026,10516,17189,NMF metaphase,NMF metaphase,False,False,False,False
2176,04_stitched1.tif,TUPAC16,1031,3753,17984,NMF metaphase,NMF metaphase,False,False,False,False
2177,04_stitched1.tif,TUPAC16,1035,5283,18385,AMF bipolar assymetric,NMF metaphase,True,False,True,True
2178,04_stitched1.tif,TUPAC16,1036,5444,18443,NMF prometaphase,NMF prometaphase,False,False,False,False
2179,04_stitched1.tif,TUPAC16,1037,5034,18230,NMF prometaphase,NMF prometaphase,False,False,False,False
2180,04_stitched1.tif,TUPAC16,1039,5640,18271,NMF metaphase,NMF metaphase,False,False,False,False
2181,04_stitched1.tif,TUPAC16,1046,5522,18532,NMF metaphase,NMF metaphase,False,False,False,False
2182,04_stitched1.tif,TUPAC16,6930,12511,6683,NMF metaphase,NMF metaphase,False,False,False,False
2183,04_stitched1.tif,TUPAC16,6951,6387,10080,NMF ring shape,AMF bipolar assymetric,False,True,True,True
2184,04_stitched1.tif,TUPAC16,6959,14791,10915,NMF metaphase,NMF metaphase,False,False,False,False
2185,04_stitched1.tif,TUPAC16,6968,13070,12911,NMF prometaphase,NMF prometaphase,False,False,False,False
2186,04_stitched1.tif,TUPAC16,6990,6999,15839,NMF metaphase,NMF metaphase,False,False,False,False
2187,04_stitched1.tif,TUPAC16,6993,13957,15916,NMF prometaphase,NMF ring shape,False,False,False,False
2188,04_stitched1.tif,TUPAC16,14461,10069,5249,NMF prometaphase,NMF ring shape,False,False,False,False
2189,04_stitched1.tif,TUPAC16,14463,11069,3847,NMF metaphase,NMF metaphase,False,False,False,False
2190,04_stitched1.tif,TUPAC16,14464,11124,14351,NMF prometaphase,AMF segregation,False,True,True,True
2191,04_stitched1.tif,TUPAC16,14466,9516,16120,NMF prometaphase,NMF prometaphase,False,False,False,False
2192,04_stitched1.tif,TUPAC16,14473,3153,11155,AMF segregation,AMF segregation,True,True,True,True
2193,05_stitched1.tif,TUPAC16,1050,8818,4987,NMF metaphase,NMF metaphase,False,False,False,False
2194,05_stitched1.tif,TUPAC16,1052,11327,5793,NMF metaphase,NMF metaphase,False,False,False,False
2195,05_stitched1.tif,TUPAC16,1055,13020,7331,NMF prometaphase,NMF prometaphase,False,False,False,False
2196,05_stitched1.tif,TUPAC16,7015,3708,5480,NMF prometaphase,NMF ring shape,False,False,False,False
2197,06_stitched1.tif,TUPAC16,1062,7305,374,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
2198,06_stitched1.tif,TUPAC16,1063,7804,398,NMF ring shape,NMF ring shape,False,False,False,False
2199,06_stitched1.tif,TUPAC16,1064,8045,299,AMF other,AMF other,True,True,True,True
2200,06_stitched1.tif,TUPAC16,1065,11329,509,NMF metaphase,NMF metaphase,False,False,False,False
2201,06_stitched1.tif,TUPAC16,1067,8275,974,NMF metaphase,NMF metaphase,False,False,False,False
2202,06_stitched1.tif,TUPAC16,1068,12030,1406,AMF segregation,NMF prometaphase,True,False,False,False
2203,06_stitched1.tif,TUPAC16,1070,9441,2419,NMF metaphase,NMF metaphase,False,False,False,False
2204,06_stitched1.tif,TUPAC16,1071,14859,3004,NMF prometaphase,NMF prometaphase,False,False,False,False
2205,06_stitched1.tif,TUPAC16,1073,12150,3877,NMF prometaphase,NMF prometaphase,False,False,False,False
2206,06_stitched1.tif,TUPAC16,1076,16853,4218,NMF metaphase,NMF metaphase,False,False,False,False
2207,06_stitched1.tif,TUPAC16,1077,17431,4632,AMF multipolar,AMF multipolar,True,True,True,True
2208,06_stitched1.tif,TUPAC16,1078,18925,4039,AMF other,AMF segregation,True,True,True,True
2209,06_stitched1.tif,TUPAC16,1081,19805,4785,AMF other,AMF other,True,True,True,True
2210,06_stitched1.tif,TUPAC16,1082,20055,4683,AMF other,AMF segregation,True,True,True,True
2211,06_stitched1.tif,TUPAC16,1083,5595,4777,NMF metaphase,NMF metaphase,False,False,False,False
2212,06_stitched1.tif,TUPAC16,1085,17815,4730,AMF other,AMF segregation,True,True,True,True
2213,06_stitched1.tif,TUPAC16,1087,19770,5016,NMF metaphase,NMF metaphase,False,False,True,False
2214,06_stitched1.tif,TUPAC16,1088,11208,5793,NMF prometaphase,AMF segregation,False,True,True,True
2215,06_stitched1.tif,TUPAC16,1089,11882,5473,NMF prometaphase,NMF prometaphase,False,False,True,False
2216,06_stitched1.tif,TUPAC16,1092,21522,6031,AMF other,AMF other,True,True,True,True
2217,06_stitched1.tif,TUPAC16,1093,2511,6495,NMF metaphase,NMF metaphase,False,False,False,False
2218,06_stitched1.tif,TUPAC16,1094,10146,6741,NMF metaphase,NMF metaphase,False,False,False,False
2219,06_stitched1.tif,TUPAC16,1095,11663,6580,AMF other,AMF segregation,True,True,True,True
2220,06_stitched1.tif,TUPAC16,1096,16334,6787,AMF other,AMF segregation,True,True,True,True
2221,06_stitched1.tif,TUPAC16,1097,17553,6678,AMF multipolar,AMF other,True,True,True,True
2222,06_stitched1.tif,TUPAC16,1098,20732,6727,AMF multipolar,AMF multipolar,True,True,True,True
2223,06_stitched1.tif,TUPAC16,1099,20509,6846,AMF other,AMF segregation,True,True,True,True
2224,06_stitched1.tif,TUPAC16,1102,9178,7455,NMF prometaphase,NMF prometaphase,False,False,False,False
2225,06_stitched1.tif,TUPAC16,1103,16790,7669,AMF other,AMF other,True,True,True,True
2226,06_stitched1.tif,TUPAC16,1104,23982,6997,NMF metaphase,NMF metaphase,False,False,False,False
2227,06_stitched1.tif,TUPAC16,1105,5014,8288,NMF prometaphase,NMF prometaphase,False,False,False,False
2228,06_stitched1.tif,TUPAC16,1106,10746,8064,AMF other,AMF other,True,True,True,True
2229,06_stitched1.tif,TUPAC16,1107,10572,8156,AMF multipolar,AMF bipolar assymetric,True,True,False,True
2230,06_stitched1.tif,TUPAC16,1109,13883,8131,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2231,06_stitched1.tif,TUPAC16,1110,12957,8286,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
2232,06_stitched1.tif,TUPAC16,1111,15315,8404,AMF other,AMF segregation,True,True,True,True
2233,06_stitched1.tif,TUPAC16,1112,17421,8220,NMF metaphase,NMF metaphase,False,False,False,False
2234,06_stitched1.tif,TUPAC16,1113,21257,8210,NMF metaphase,AMF other,False,True,True,True
2235,06_stitched1.tif,TUPAC16,1116,17810,8765,NMF metaphase,NMF metaphase,False,False,False,False
2236,06_stitched1.tif,TUPAC16,1120,4455,9331,NMF metaphase,NMF prometaphase,False,False,False,False
2237,06_stitched1.tif,TUPAC16,1121,10061,9897,AMF other,AMF other,True,True,True,True
2238,06_stitched1.tif,TUPAC16,1123,2804,10397,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
2239,06_stitched1.tif,TUPAC16,1124,3042,10560,AMF multipolar,AMF other,True,True,True,True
2240,06_stitched1.tif,TUPAC16,1125,3378,10120,AMF other,AMF other,True,True,True,True
2241,06_stitched1.tif,TUPAC16,1126,4539,10482,NMF metaphase,NMF metaphase,False,False,False,False
2242,06_stitched1.tif,TUPAC16,1127,4800,10413,AMF multipolar,AMF segregation,True,True,True,True
2243,06_stitched1.tif,TUPAC16,1128,14114,10602,NMF prometaphase,NMF prometaphase,False,False,False,False
2244,06_stitched1.tif,TUPAC16,1129,14083,10523,NMF prometaphase,NMF prometaphase,False,False,False,False
2245,06_stitched1.tif,TUPAC16,1130,14213,10583,AMF other,AMF other,True,True,True,True
2246,06_stitched1.tif,TUPAC16,1131,2341,11567,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2247,06_stitched1.tif,TUPAC16,1132,2347,11509,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2248,06_stitched1.tif,TUPAC16,1133,2701,11083,NMF ring shape,NMF ring shape,False,False,False,False
2249,06_stitched1.tif,TUPAC16,1134,3230,11416,NMF metaphase,NMF metaphase,False,False,False,False
2250,06_stitched1.tif,TUPAC16,1135,3883,10913,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
2251,06_stitched1.tif,TUPAC16,1136,3855,11184,NMF metaphase,AMF segregation,False,True,True,True
2252,06_stitched1.tif,TUPAC16,1138,13516,11527,AMF other,NMF metaphase,True,False,True,True
2253,06_stitched1.tif,TUPAC16,1139,2342,11705,NMF prometaphase,NMF prometaphase,False,False,False,False
2254,06_stitched1.tif,TUPAC16,1140,13241,12078,NMF ring shape,AMF segregation,False,True,True,True
2255,06_stitched1.tif,TUPAC16,1141,4850,12537,NMF metaphase,AMF segregation,False,True,False,False
2256,06_stitched1.tif,TUPAC16,1142,5170,12432,NMF ring shape,NMF ring shape,False,False,True,False
2257,06_stitched1.tif,TUPAC16,1143,6151,12481,NMF prometaphase,NMF prometaphase,False,False,False,False
2258,06_stitched1.tif,TUPAC16,1144,8838,12958,NMF metaphase,NMF metaphase,False,False,False,False
2259,06_stitched1.tif,TUPAC16,1145,11580,12800,NMF metaphase,NMF metaphase,False,False,False,False
2260,06_stitched1.tif,TUPAC16,1146,13568,13069,AMF other,NMF metaphase,True,False,True,True
2261,06_stitched1.tif,TUPAC16,1147,14241,12817,AMF other,AMF segregation,True,True,True,True
2262,06_stitched1.tif,TUPAC16,1149,13980,13297,NMF metaphase,NMF metaphase,False,False,False,False
2263,06_stitched1.tif,TUPAC16,1150,6352,13790,AMF bipolar assymetric,AMF segregation,True,True,True,True
2264,06_stitched1.tif,TUPAC16,1151,7489,13176,NMF prometaphase,NMF metaphase,False,False,False,False
2265,06_stitched1.tif,TUPAC16,1153,10353,13367,AMF other,AMF other,True,True,True,True
2266,06_stitched1.tif,TUPAC16,1154,10508,13469,AMF segregation,AMF segregation,True,True,True,True
2267,06_stitched1.tif,TUPAC16,1155,11136,13463,NMF metaphase,NMF metaphase,False,False,False,False
2268,06_stitched1.tif,TUPAC16,1156,12870,13636,NMF prometaphase,NMF prometaphase,False,False,True,False
2269,06_stitched1.tif,TUPAC16,1158,14881,13147,AMF multipolar,AMF other,True,True,True,True
2270,06_stitched1.tif,TUPAC16,1159,1148,14297,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
2271,06_stitched1.tif,TUPAC16,1161,9664,13951,NMF metaphase,NMF metaphase,False,False,False,False
2272,06_stitched1.tif,TUPAC16,1162,13099,13970,AMF multipolar,AMF other,True,True,True,True
2273,06_stitched1.tif,TUPAC16,1163,11167,15161,NMF anaphase-telophase,AMF segregation,False,True,True,True
2274,06_stitched1.tif,TUPAC16,1164,5018,15878,NMF metaphase,NMF metaphase,False,False,False,False
2275,06_stitched1.tif,TUPAC16,1165,6909,15711,NMF prometaphase,NMF prometaphase,False,False,False,False
2276,06_stitched1.tif,TUPAC16,1170,16535,15749,NMF prometaphase,NMF prometaphase,False,False,False,False
2277,06_stitched1.tif,TUPAC16,1172,18496,16306,NMF metaphase,NMF metaphase,False,False,False,False
2278,06_stitched1.tif,TUPAC16,1173,6888,17602,NMF prometaphase,NMF metaphase,False,False,False,False
2279,06_stitched1.tif,TUPAC16,1174,12471,17167,NMF metaphase,NMF metaphase,False,False,False,False
2280,06_stitched1.tif,TUPAC16,1179,16547,17522,NMF metaphase,NMF metaphase,False,False,False,False
